Year,EM,Entidad,Municipio,Cultivo, Superficie cosechada (Ha) , Producción (Ton / Miles de Litros) 
2019,14033,Jalisco,Degollado,Trigo grano,362,1665.20
2019,14034,Jalisco,Ejutla,Maíz grano,"1,255.67",5989.55
2019,14035,Jalisco,Encarnación de Díaz,Frijol,298,297.46
2019,14036,Jalisco,Etzatlán,Frijol,7,7.25
2019,14036,Jalisco,Etzatlán,Maíz grano,"5,228.33",45230.00
2019,14036,Jalisco,Etzatlán,Trigo grano,160,823.52
2019,14037,Jalisco,El Grullo,Maíz grano,796.67,2708.68
2019,14038,Jalisco,Guachinango,Arroz palay,15,72.00
2019,14038,Jalisco,Guachinango,Frijol,2,2.25
2019,14038,Jalisco,Guachinango,Maíz grano,"2,542.00",19815.00
2019,14040,Jalisco,Hostotipaquillo,Frijol,20,25.60
2019,14040,Jalisco,Hostotipaquillo,Maíz grano,"2,188.00",18844.00
2019,14041,Jalisco,Huejúcar,Frijol,34.5,22.89
2019,14042,Jalisco,Huejuquilla El Alto,Frijol,32.33,19.40
2019,14042,Jalisco,Huejuquilla El Alto,Maíz grano,340,1621.80
2019,14043,Jalisco,La Huerta,Maíz grano,"1,522.00",6255.42
2019,14044,Jalisco,Ixtlahuacán de Los Membrillos,Maíz grano,"1,448.00",11149.60
2019,14044,Jalisco,Ixtlahuacán de Los Membrillos,Trigo grano,"1,668.00",8490.12
2019,14045,Jalisco,Ixtlahuacán del Río,Maíz grano,"4,958.33",31138.31
2019,14046,Jalisco,Jalostotitlán,Maíz grano,"4,109.00",23010.47
2019,14047,Jalisco,Jamay,Maíz grano,"4,419.33",34227.20
2019,14047,Jalisco,Jamay,Trigo grano,"1,520.00",7782.40
2019,14048,Jalisco,Jesús María,Frijol,18,22.86
2019,14048,Jalisco,Jesús María,Maíz grano,"12,970.00",93392.50
2019,14048,Jalisco,Jesús María,Trigo grano,128,464.21
2019,14049,Jalisco,Jilotlán de Los Dolores,Maíz grano,"2,991.00",3589.20
2019,14050,Jalisco,Jocotepec,Frijol,17,19.99
2019,14050,Jalisco,Jocotepec,Maíz grano,"5,537.00",42634.90
2019,14051,Jalisco,Juanacatlán,Maíz grano,"1,005.67",8377.23
2019,14051,Jalisco,Juanacatlán,Trigo grano,420,2142.00
2019,14052,Jalisco,Juchitlán,Maíz grano,983.23,3833.76
2019,14053,Jalisco,Lagos de Moreno,Frijol,491,472.10
2019,14053,Jalisco,Lagos de Moreno,Maíz grano,"19,555.00",75756.79
2019,14054,Jalisco,El Limón,Frijol,3,2.80
2019,14054,Jalisco,El Limón,Maíz grano,580,2552.00
2019,14055,Jalisco,Magdalena,Frijol,8,10.60
2019,14055,Jalisco,Magdalena,Maíz grano,"2,495.00",20980.00
2019,14055,Jalisco,Magdalena,Trigo grano,10,58.60
2019,14056,Jalisco,Santa María del Oro,Maíz grano,845.67,1353.07
2019,14057,Jalisco,La Manzanilla de la Paz,Maíz grano,146.5,731.33
2019,14058,Jalisco,Mascota,Arroz palay,55,290.40
2019,14058,Jalisco,Mascota,Frijol,7,8.60
2019,14058,Jalisco,Mascota,Maíz grano,"6,472.00",51355.00
2019,14058,Jalisco,Mascota,Trigo grano,450,2520.00
2019,14059,Jalisco,Mazamitla,Maíz grano,296.75,1388.79
2019,14060,Jalisco,Mexticacán,Frijol,248,208.69
2019,14060,Jalisco,Mexticacán,Maíz grano,"2,475.00",8446.35
2019,14061,Jalisco,Mezquitic,Frijol,17.67,10.60
2019,14061,Jalisco,Mezquitic,Maíz grano,186,707.71
2019,14062,Jalisco,Mixtlán,Frijol,5,5.80
2019,14062,Jalisco,Mixtlán,Maíz grano,"2,252.00",18091.00
2019,14063,Jalisco,Ocotlán,Maíz grano,"5,912.33",46826.64
2019,14063,Jalisco,Ocotlán,Trigo grano,"2,420.00",10164.00
2019,14064,Jalisco,Ojuelos de Jalisco,Frijol,"6,022.00",3004.93
2019,14064,Jalisco,Ojuelos de Jalisco,Trigo grano,680,2104.85
2019,14065,Jalisco,Pihuamo,Maíz grano,"3,652.00",19173.00
2019,14066,Jalisco,Poncitlán,Maíz grano,"3,345.00",27000.45
2019,14066,Jalisco,Poncitlán,Trigo grano,"3,190.00",16907.00
2019,14067,Jalisco,Puerto Vallarta,Arroz palay,118.54,528.44
2019,14067,Jalisco,Puerto Vallarta,Maíz grano,243.23,695.63
2019,14068,Jalisco,Villa Purificación,Maíz grano,"1,142.21",4831.54
2019,14069,Jalisco,Quitupan,Maíz grano,954.16,5543.67
2019,14069,Jalisco,Quitupan,Trigo grano,131,958.94
2019,14070,Jalisco,El Salto,Maíz grano,641.83,4762.38
2019,14071,Jalisco,San Cristóbal de La Barranca,Frijol,10.33,8.47
2019,14071,Jalisco,San Cristóbal de La Barranca,Maíz grano,763.33,3434.99
2019,14072,Jalisco,San Diego de Alejandría,Frijol,11,9.78
2019,14072,Jalisco,San Diego de Alejandría,Maíz grano,"1,419.00",6707.14
2019,14072,Jalisco,San Diego de Alejandría,Trigo grano,65,268.56
2019,14073,Jalisco,San Juan de Los Lagos,Maíz grano,"3,553.00",15592.72
2019,14074,Jalisco,San Julián,Maíz grano,878,3043.33
2019,14075,Jalisco,San Marcos,Frijol,5,6.12
2019,14075,Jalisco,San Marcos,Maíz grano,"2,706.00",23058.70
2019,14075,Jalisco,San Marcos,Trigo grano,5,25.60
2019,14077,Jalisco,San Martín Hidalgo,Arroz palay,510,3620.00
2019,14077,Jalisco,San Martín Hidalgo,Frijol,6.5,7.80
2019,14077,Jalisco,San Martín Hidalgo,Maíz grano,"14,309.97",117908.00
2019,14077,Jalisco,San Martín Hidalgo,Trigo grano,33,168.50
2019,14078,Jalisco,San Miguel El Alto,Maíz grano,"1,346.00",10466.73
2019,14079,Jalisco,Gómez Farías,Maíz grano,"2,180.00",11641.20
2019,14079,Jalisco,Gómez Farías,Trigo grano,10,55.30
2019,14080,Jalisco,San Sebastián del Oeste,Frijol,6,6.50
2019,14080,Jalisco,San Sebastián del Oeste,Maíz grano,"2,824.00",21620.70
2019,14081,Jalisco,Santa María de Los Ángeles,Frijol,97.67,56.64
2019,14082,Jalisco,Sayula,Maíz grano,500,2050.00
2019,14082,Jalisco,Sayula,Trigo grano,60,340.80
2019,14083,Jalisco,Tala,Frijol,6,6.80
2019,14083,Jalisco,Tala,Maíz grano,"3,588.67",28685.00
2019,14084,Jalisco,Talpa de Allende,Frijol,2,2.42
2019,14084,Jalisco,Talpa de Allende,Maíz grano,"3,066.00",23762.00
2019,14085,Jalisco,Tamazula de Gordiano,Maíz grano,"5,611.79",35213.98
2019,14086,Jalisco,Tapalpa,Maíz grano,798,2915.65
2019,14087,Jalisco,Tecalitlán,Maíz grano,"3,393.00",19136.52
2019,14088,Jalisco,Tecolotlán,Frijol,5.33,4.00
2019,14088,Jalisco,Tecolotlán,Maíz grano,"2,024.33",7975.86
2019,14089,Jalisco,Techaluta de Montenegro,Frijol,83.73,86.15
2019,14089,Jalisco,Techaluta de Montenegro,Maíz grano,189.55,820.75
2019,14089,Jalisco,Techaluta de Montenegro,Trigo grano,6,28.02
2019,14090,Jalisco,Tenamaxtlán,Frijol,7.17,6.41
2019,14090,Jalisco,Tenamaxtlán,Maíz grano,"2,049.00",10326.96
2019,14091,Jalisco,Teocaltiche,Frijol,141,160.21
2019,14091,Jalisco,Teocaltiche,Maíz grano,131,560.24
2019,14092,Jalisco,Teocuitatlán de Corona,Frijol,93.58,108.02
2019,14092,Jalisco,Teocuitatlán de Corona,Maíz grano,"3,469.78",23039.34
2019,14092,Jalisco,Teocuitatlán de Corona,Trigo grano,357,1870.96
2019,14093,Jalisco,Tepatitlán de Morelos,Frijol,45,62.40
2019,14093,Jalisco,Tepatitlán de Morelos,Maíz grano,"13,983.00",77879.47
2019,14094,Jalisco,Tequila,Frijol,2,2.62
2019,14094,Jalisco,Tequila,Maíz grano,"1,974.00",16233.00
2019,14095,Jalisco,Teuchitlán,Frijol,6.67,6.82
2019,14095,Jalisco,Teuchitlán,Maíz grano,"3,951.67",29369.00
2019,14096,Jalisco,Tizapán El Alto,Frijol,41,44.30
2019,14096,Jalisco,Tizapán El Alto,Maíz grano,"1,960.00",13720.00
2019,14097,Jalisco,Tlajomulco de Zúñiga,Maíz grano,"12,613.67",75767.27
2019,14098,Jalisco,San Pedro Tlaquepaque,Frijol,99,109.89
2019,14098,Jalisco,San Pedro Tlaquepaque,Maíz grano,"1,119.67",7837.69
2019,14099,Jalisco,Tolimán,Frijol,73.63,84.80
2019,14099,Jalisco,Tolimán,Maíz grano,"3,594.00",15130.74
2019,14100,Jalisco,Tomatlán,Arroz palay,"1,244.00",5459.24
2019,14100,Jalisco,Tomatlán,Maíz grano,928,3238.72
2019,14101,Jalisco,Tonalá,Frijol,5,4.90
2019,14101,Jalisco,Tonalá,Maíz grano,"1,679.00",12441.39
2019,14102,Jalisco,Tonaya,Maíz grano,"1,294.67",4725.55
2019,14103,Jalisco,Tonila,Maíz grano,270,1593.00
2019,14104,Jalisco,Totatiche,Frijol,25,17.00
2019,14104,Jalisco,Totatiche,Maíz grano,421.33,1883.35
2019,14105,Jalisco,Tototlán,Maíz grano,"8,056.67",65023.40
2019,14105,Jalisco,Tototlán,Trigo grano,815,4523.25
2019,14106,Jalisco,Tuxcacuesco,Frijol,10,9.20
2019,14106,Jalisco,Tuxcacuesco,Maíz grano,910.33,2121.07
2019,14107,Jalisco,Tuxcueca,Maíz grano,960,5952.00
2019,14108,Jalisco,Tuxpan,Maíz grano,"8,203.33",46500.00
2019,14109,Jalisco,Unión de San Antonio,Maíz grano,"9,814.00",32479.65
2019,14110,Jalisco,Unión de Tula,Maíz grano,"6,034.00",31557.82
2019,14110,Jalisco,Unión de Tula,Trigo grano,415,1782.00
2019,14111,Jalisco,Valle de Guadalupe,Maíz grano,"2,183.00",15555.00
2019,14112,Jalisco,Valle de Juárez,Maíz grano,179.7,789.24
2019,14113,Jalisco,San Gabriel,Frijol,12,27.96
2019,14113,Jalisco,San Gabriel,Maíz grano,"6,770.00",31954.40
2019,14113,Jalisco,San Gabriel,Trigo grano,9,26.91
2019,14114,Jalisco,Villa Corona,Maíz grano,"2,113.33",14074.78
2019,14115,Jalisco,Villa Guerrero,Frijol,23.67,16.81
2019,14115,Jalisco,Villa Guerrero,Maíz grano,277.33,1123.19
2019,14116,Jalisco,Villa Hidalgo,Frijol,28,29.49
2019,14116,Jalisco,Villa Hidalgo,Trigo grano,45,202.41
2019,14117,Jalisco,Cañadas de Obregón,Maíz grano,"3,990.00",23017.36
2019,14118,Jalisco,Yahualica de González Gallo,Frijol,287,272.65
2019,14118,Jalisco,Yahualica de González Gallo,Maíz grano,"2,497.00",7897.63
2019,14119,Jalisco,Zacoalco de Torres,Frijol,122.06,138.94
2019,14119,Jalisco,Zacoalco de Torres,Maíz grano,"3,189.70",13918.94
2019,14119,Jalisco,Zacoalco de Torres,Trigo grano,44,219.24
2019,14120,Jalisco,Zapopan,Frijol,18.5,15.54
2019,14120,Jalisco,Zapopan,Maíz grano,"11,802.17",70360.04
2019,14121,Jalisco,Zapotiltic,Frijol,5,6.85
2019,14121,Jalisco,Zapotiltic,Maíz grano,"4,563.00",27200.00
2019,14122,Jalisco,Zapotitlán de Vadillo,Frijol,16,17.92
2019,14122,Jalisco,Zapotitlán de Vadillo,Maíz grano,"2,500.00",10875.00
2019,14123,Jalisco,Zapotlán del Rey,Maíz grano,"5,209.33",41831.88
2019,14123,Jalisco,Zapotlán del Rey,Trigo grano,"3,365.00",18507.50
2019,14124,Jalisco,Zapotlanejo,Frijol,6,5.28
2019,14124,Jalisco,Zapotlanejo,Maíz grano,"8,424.00",58843.04
2019,14124,Jalisco,Zapotlanejo,Trigo grano,63,259.56
2019,15001,México,Acambay de Ruíz Castañeda,Frijol,31.5,36.23
2019,15001,México,Acambay de Ruíz Castañeda,Maíz grano,"13,851.00",52356.78
2019,15001,México,Acambay de Ruíz Castañeda,Trigo grano,2,3.70
2019,15002,México,Acolman,Frijol,159.33,133.98
2019,15002,México,Acolman,Maíz grano,"1,523.40",1965.19
2019,15003,México,Aculco,Frijol,4.7,3.09
2019,15003,México,Aculco,Maíz grano,"6,201.00",13332.15
2019,15004,México,Almoloya de Alquisiras,Frijol,136.83,167.59
2019,15004,México,Almoloya de Alquisiras,Maíz grano,"2,526.67",10738.35
2019,15005,México,Almoloya de Juárez,Maíz grano,"17,100.00",118385.96
2019,15006,México,Almoloya del Río,Maíz grano,205,653.95
2019,15007,México,Amanalco,Maíz grano,"4,580.77",17269.50
2019,15008,México,Amatepec,Frijol,3,1.41
2019,15008,México,Amatepec,Maíz grano,"10,435.00",21831.00
2019,15009,México,Amecameca,Frijol,3,2.73
2019,15009,México,Amecameca,Maíz grano,"3,286.00",9200.80
2019,15009,México,Amecameca,Trigo grano,62,155.00
2019,15010,México,Apaxco,Frijol,51.34,36.72
2019,15010,México,Apaxco,Maíz grano,"1,092.33",1835.11
2019,15010,México,Apaxco,Trigo grano,102,161.16
2019,15011,México,Atenco,Frijol,20.5,21.32
2019,15011,México,Atenco,Maíz grano,348,1687.80
2019,15011,México,Atenco,Trigo grano,15,20.55
2019,15012,México,Atizapán,Maíz grano,410,1168.50
2019,15013,México,Atizapán de Zaragoza,Maíz grano,69.83,134.77
2019,15014,México,Atlacomulco,Maíz grano,"7,520.00",33840.00
2019,15015,México,Atlautla,Frijol,36,48.16
2019,15015,México,Atlautla,Maíz grano,"2,425.00",7032.50
2019,15015,México,Atlautla,Trigo grano,7,22.54
2019,15016,México,Axapusco,Frijol,200,146.00
2019,15016,México,Axapusco,Maíz grano,993,1340.55
2019,15016,México,Axapusco,Trigo grano,27,42.93
2019,15017,México,Ayapango,Frijol,3.5,4.87
2019,15017,México,Ayapango,Maíz grano,"3,250.00",8190.00
2019,15017,México,Ayapango,Trigo grano,65,156.00
2019,15018,México,Calimaya,Maíz grano,"1,191.00",14280.81
2019,15019,México,Capulhuac,Maíz grano,629,2270.69
2019,15021,México,Coatepec Harinas,Frijol,69.33,94.68
2019,15021,México,Coatepec Harinas,Maíz grano,"3,544.33",16622.91
2019,15022,México,Cocotitlán,Frijol,13.17,16.59
2019,15022,México,Cocotitlán,Maíz grano,500,1670.00
2019,15022,México,Cocotitlán,Trigo grano,103.33,289.32
2019,15023,México,Coyotepec,Frijol,83.05,65.41
2019,15023,México,Coyotepec,Maíz grano,"1,051.00",1755.17
2019,15024,México,Cuautitlán,Frijol,6,6.48
2019,15025,México,Chalco,Frijol,106.82,141.60
2019,15025,México,Chalco,Maíz grano,"4,000.00",12400.00
2019,15025,México,Chalco,Trigo grano,500,1340.00
2019,15026,México,Chapa de Mota,Maíz grano,"1,281.00",2984.73
2019,15027,México,Chapultepec,Maíz grano,670,2994.90
2019,15028,México,Chiautla,Frijol,8.5,8.67
2019,15028,México,Chiautla,Maíz grano,7,46.06
2019,15029,México,Chicoloapan,Frijol,193,229.67
2019,15029,México,Chicoloapan,Maíz grano,305,640.50
2019,15029,México,Chicoloapan,Trigo grano,252,592.20
2019,15030,México,Chiconcuac,Frijol,1.4,1.55
2019,15030,México,Chiconcuac,Maíz grano,3,14.58
2019,15031,México,Chimalhuacán,Frijol,10.17,10.68
2019,15031,México,Chimalhuacán,Maíz grano,8.83,39.29
2019,15032,México,Donato Guerra,Frijol,76,74.48
2019,15032,México,Donato Guerra,Maíz grano,"3,789.00",13602.51
2019,15033,México,Ecatepec de Morelos,Frijol,1.25,1.28
2019,15033,México,Ecatepec de Morelos,Maíz grano,8.35,41.17
2019,15034,México,Ecatzingo,Frijol,6.01,7.81
2019,15034,México,Ecatzingo,Maíz grano,"1,430.00",4075.50
2019,15035,México,Huehuetoca,Frijol,90,61.80
2019,15035,México,Huehuetoca,Maíz grano,"1,621.00",2528.76
2019,15035,México,Huehuetoca,Trigo grano,50,79.00
2019,15036,México,Hueypoxtla,Frijol,114.66,82.71
2019,15036,México,Hueypoxtla,Maíz grano,"4,100.00",5371.00
2019,15036,México,Hueypoxtla,Trigo grano,282.33,409.38
2019,15037,México,Huixquilucan,Maíz grano,"1,825.00",5456.75
2019,15038,México,Isidro Fabela,Maíz grano,110.5,327.08
2019,15039,México,Ixtapaluca,Frijol,139.67,141.07
2019,15039,México,Ixtapaluca,Maíz grano,170,365.50
2019,15039,México,Ixtapaluca,Trigo grano,"1,742.00",3919.50
2019,15040,México,Ixtapan de La Sal,Frijol,254.37,334.45
2019,15040,México,Ixtapan de La Sal,Maíz grano,"1,040.33",4390.19
2019,15041,México,Ixtapan del Oro,Frijol,255,226.95
2019,15041,México,Ixtapan del Oro,Maíz grano,945.6,3129.94
2019,15042,México,Ixtlahuaca,Frijol,6,4.41
2019,15042,México,Ixtlahuaca,Maíz grano,"11,280.00",53241.60
2019,15043,México,Xalatlaco,Maíz grano,819,2178.54
2019,15044,México,Jaltenco,Frijol,2.67,2.19
2019,15044,México,Jaltenco,Maíz grano,35,44.80
2019,15045,México,Jilotepec,Frijol,5,3.40
2019,15045,México,Jilotepec,Maíz grano,"8,963.00",25365.29
2019,15045,México,Jilotepec,Trigo grano,20,48.60
2019,15046,México,Jilotzingo,Maíz grano,211.67,262.47
2019,15047,México,Jiquipilco,Maíz grano,"5,375.00",22252.50
2019,15048,México,Jocotitlán,Maíz grano,"9,910.00",45189.60
2019,15049,México,Joquicingo,Maíz grano,"1,131.00",5168.67
2019,15050,México,Juchitepec,Frijol,25.1,26.61
2019,15050,México,Juchitepec,Maíz grano,"4,822.00",24447.54
2019,15050,México,Juchitepec,Trigo grano,692,2152.12
2019,15051,México,Lerma,Maíz grano,"7,572.00",42225.20
2019,15052,México,Malinalco,Arroz palay,20.65,127.00
2019,15052,México,Malinalco,Frijol,56.96,73.48
2019,15052,México,Malinalco,Maíz grano,"2,923.33",11868.72
2019,15053,México,Melchor Ocampo,Frijol,2.12,2.31
2019,15054,México,Metepec,Maíz grano,"1,740.00",7447.20
2019,15055,México,Mexicaltzingo,Maíz grano,467.5,1706.37
2019,15056,México,Morelos,Maíz grano,"6,800.00",29512.00
2019,15057,México,Naucalpan de Juárez,Maíz grano,256.33,494.72
2019,15059,México,Nextlalpan,Frijol,24.67,19.49
2019,15059,México,Nextlalpan,Maíz grano,404.67,566.54
2019,15060,México,Nicolás Romero,Frijol,24,21.84
2019,15060,México,Nicolás Romero,Maíz grano,"1,800.00",3960.00
2019,15061,México,Nopaltepec,Frijol,100,73.00
2019,15061,México,Nopaltepec,Maíz grano,330,491.70
2019,15061,México,Nopaltepec,Trigo grano,10.83,16.35
2019,15062,México,Ocoyoacac,Maíz grano,"2,700.00",10422.00
2019,15063,México,Ocuilan,Frijol,158.33,169.41
2019,15063,México,Ocuilan,Maíz grano,"3,428.33",11724.89
2019,15064,México,El Oro,Maíz grano,"4,150.00",14234.50
2019,15065,México,Otumba,Frijol,70.93,38.60
2019,15065,México,Otumba,Maíz grano,622,939.22
2019,15065,México,Otumba,Trigo grano,10.55,16.04
2019,15066,México,Otzoloapan,Frijol,5.02,6.68
2019,15066,México,Otzoloapan,Maíz grano,877,2420.52
2019,15067,México,Otzolotepec,Maíz grano,"1,949.00",10479.61
2019,15068,México,Ozumba,Frijol,27,28.22
2019,15068,México,Ozumba,Maíz grano,"1,736.00",6197.52
2019,15068,México,Ozumba,Trigo grano,85,264.35
2019,15069,México,Papalotla,Frijol,4,3.88
2019,15069,México,Papalotla,Maíz grano,35,92.40
2019,15070,México,La Paz,Frijol,46,41.86
2019,15070,México,La Paz,Maíz grano,70.67,142.05
2019,15070,México,La Paz,Trigo grano,37,88.80
2019,15071,México,Polotitlán,Maíz grano,298,762.88
2019,15071,México,Polotitlán,Trigo grano,45,92.25
2019,15072,México,Rayón,Maíz grano,"1,190.00",7604.10
2019,15073,México,San Antonio La Isla,Maíz grano,"1,500.00",10050.00
2019,15074,México,San Felipe del Progreso,Maíz grano,"14,315.00",58405.20
2019,15075,México,San Martín de Las Pirámides,Frijol,85.42,69.21
2019,15075,México,San Martín de Las Pirámides,Maíz grano,130,150.80
2019,15076,México,San Mateo Atenco,Maíz grano,490,1979.60
2019,15077,México,San Simón de Guerrero,Frijol,4.27,2.22
2019,15077,México,San Simón de Guerrero,Maíz grano,"1,045.50",2076.60
2019,15078,México,Santo Tomás,Frijol,37.17,54.02
2019,15078,México,Santo Tomás,Maíz grano,196,921.20
2019,15079,México,Soyaniquilpan de Juárez,Frijol,2.75,1.95
2019,15079,México,Soyaniquilpan de Juárez,Maíz grano,"1,321.63",2841.50
2019,15080,México,Sultepec,Frijol,188.33,235.41
2019,15080,México,Sultepec,Maíz grano,"4,302.00",16132.50
2019,15081,México,Tecámac,Frijol,198,154.01
2019,15081,México,Tecámac,Maíz grano,"2,198.00",3890.46
2019,15082,México,Tejupilco,Frijol,13.67,6.15
2019,15082,México,Tejupilco,Maíz grano,"8,834.00",17226.30
2019,15083,México,Temamatla,Frijol,12,13.77
2019,15083,México,Temamatla,Maíz grano,469.1,1501.12
2019,15083,México,Temamatla,Trigo grano,12,36.96
2019,15084,México,Temascalapa,Frijol,100,125.00
2019,15084,México,Temascalapa,Maíz grano,"1,357.00",1628.40
2019,15084,México,Temascalapa,Trigo grano,205.33,248.45
2019,15085,México,Temascalcingo,Maíz grano,"10,455.00",45897.45
2019,15086,México,Temascaltepec,Maíz grano,"4,917.00",9643.30
2019,15087,México,Temoaya,Maíz grano,"3,850.00",17315.50
2019,15088,México,Tenancingo,Frijol,132.5,132.24
2019,15088,México,Tenancingo,Maíz grano,"3,658.33",14816.24
2019,15089,México,Tenango del Aire,Frijol,5.1,5.81
2019,15089,México,Tenango del Aire,Maíz grano,"1,371.01",6484.88
2019,15089,México,Tenango del Aire,Trigo grano,27.01,81.84
2019,15090,México,Tenango del Valle,Maíz grano,"6,540.00",31326.60
2019,15091,México,Teoloyucan,Frijol,2.86,5.46
2019,15092,México,Teotihuacán,Frijol,101.67,86.99
2019,15092,México,Teotihuacán,Maíz grano,972.67,1128.30
2019,15093,México,Tepetlaoxtoc,Frijol,26,24.96
2019,15093,México,Tepetlaoxtoc,Maíz grano,400,2268.00
2019,15093,México,Tepetlaoxtoc,Trigo grano,215,251.55
2019,15094,México,Tepetlixpa,Frijol,38.01,46.57
2019,15094,México,Tepetlixpa,Maíz grano,"1,506.00",4743.90
2019,15095,México,Tepotzotlán,Frijol,178,162.12
2019,15095,México,Tepotzotlán,Maíz grano,"3,032.00",5124.08
2019,15096,México,Tequixquiac,Frijol,109.33,89.17
2019,15096,México,Tequixquiac,Maíz grano,"2,091.33",2091.33
2019,15096,México,Tequixquiac,Trigo grano,85,128.35
2019,15097,México,Texcaltitlán,Maíz grano,"1,436.67",6967.85
2019,15098,México,Texcalyacac,Maíz grano,762.12,5174.79
2019,15099,México,Texcoco,Frijol,114.91,185.86
2019,15099,México,Texcoco,Maíz grano,394.9,849.04
2019,15099,México,Texcoco,Trigo grano,110,133.10
2019,15100,México,Tezoyuca,Frijol,20.33,18.51
2019,15100,México,Tezoyuca,Maíz grano,110.33,110.33
2019,15101,México,Tianguistenco,Maíz grano,"4,350.00",13441.50
2019,15102,México,Timilpan,Maíz grano,"1,826.00",3980.68
2019,15103,México,Tlalmanalco,Frijol,2,2.76
2019,15103,México,Tlalmanalco,Maíz grano,"1,735.00",5413.20
2019,15103,México,Tlalmanalco,Trigo grano,150,364.50
2019,15104,México,Tlalnepantla de Baz,Maíz grano,15,31.35
2019,15105,México,Tlatlaya,Maíz grano,"10,937.00",24826.30
2019,15106,México,Toluca,Maíz grano,"11,120.00",52753.37
2019,15107,México,Tonatico,Frijol,173.03,215.66
2019,15107,México,Tonatico,Maíz grano,"2,030.83",7615.61
2019,15108,México,Tultepec,Frijol,0.5,0.71
2019,15108,México,Tultepec,Maíz grano,2.67,6.01
2019,15109,México,Tultitlán,Maíz grano,95.92,124.70
2019,15110,México,Valle de Bravo,Maíz grano,"2,014.00",7492.08
2019,15111,México,Villa de Allende,Maíz grano,"10,786.00",47026.96
2019,15112,México,Villa del Carbón,Frijol,4.15,2.95
2019,15112,México,Villa del Carbón,Maíz grano,"1,175.00",2655.50
2019,15113,México,Villa Guerrero,Frijol,21.34,19.72
2019,15113,México,Villa Guerrero,Maíz grano,"1,361.67",4588.83
2019,15114,México,Villa Victoria,Maíz grano,"15,737.00",70029.65
2019,15115,México,Xonacatlán,Maíz grano,"1,108.50",4001.69
2019,15116,México,Zacazonapan,Frijol,3.92,5.68
2019,15116,México,Zacazonapan,Maíz grano,258,869.46
2019,15117,México,Zacualpan,Frijol,549,702.72
2019,15117,México,Zacualpan,Maíz grano,"4,089.00",17378.25
2019,15118,México,Zinacantepec,Maíz grano,"7,950.00",33946.50
2019,15119,México,Zumpahuacán,Arroz palay,6.83,53.21
2019,15119,México,Zumpahuacán,Frijol,100.56,114.76
2019,15119,México,Zumpahuacán,Maíz grano,"1,319.33",4749.59
2019,15120,México,Zumpango,Frijol,118.67,91.90
2019,15120,México,Zumpango,Maíz grano,"3,499.00",3499.00
2019,15120,México,Zumpango,Trigo grano,228.33,413.28
2019,15121,México,Cuautitlán Izcalli,Frijol,8.13,13.50
2019,15121,México,Cuautitlán Izcalli,Maíz grano,200,396.00
2019,15122,México,Valle de Chalco Solidaridad,Frijol,3,3.72
2019,15122,México,Valle de Chalco Solidaridad,Maíz grano,171.3,561.86
2019,15123,México,Luvianos,Frijol,4,2.04
2019,15123,México,Luvianos,Maíz grano,"10,155.00",22648.00
2019,15124,México,San José del Rincón,Maíz grano,"19,000.00",78850.00
2019,15125,México,Tonanitla,Maíz grano,11.33,18.47
2019,16001,Michoacán de Ocampo,Acuitzio,Maíz grano,"1,596.67",4837.91
2019,16002,Michoacán de Ocampo,Aguililla,Frijol,4,1.20
2019,16002,Michoacán de Ocampo,Aguililla,Maíz grano,"5,560.00",17447.00
2019,16003,Michoacán de Ocampo,Álvaro Obregón,Maíz grano,"1,370.00",4932.00
2019,16003,Michoacán de Ocampo,Álvaro Obregón,Trigo grano,800,2400.00
2019,16004,Michoacán de Ocampo,Angamacutiro,Maíz grano,"2,560.00",13000.00
2019,16004,Michoacán de Ocampo,Angamacutiro,Trigo grano,"3,250.00",12002.00
2019,16005,Michoacán de Ocampo,Angangueo,Maíz grano,"1,048.10",2558.83
2019,16006,Michoacán de Ocampo,Apatzingán,Arroz palay,28,234.92
2019,16006,Michoacán de Ocampo,Apatzingán,Maíz grano,716,2420.08
2019,16007,Michoacán de Ocampo,Aporo,Maíz grano,"1,526.30",5875.83
2019,16008,Michoacán de Ocampo,Aquila,Frijol,47,37.60
2019,16008,Michoacán de Ocampo,Aquila,Maíz grano,"6,825.00",14059.50
2019,16009,Michoacán de Ocampo,Ario,Maíz grano,"3,989.33",10930.76
2019,16010,Michoacán de Ocampo,Arteaga,Frijol,50,44.80
2019,16010,Michoacán de Ocampo,Arteaga,Maíz grano,"3,200.00",5900.00
2019,16011,Michoacán de Ocampo,Briseñas,Frijol,9,11.00
2019,16011,Michoacán de Ocampo,Briseñas,Maíz grano,"1,310.00",5800.00
2019,16011,Michoacán de Ocampo,Briseñas,Trigo grano,560,3800.00
2019,16012,Michoacán de Ocampo,Buenavista,Maíz grano,"1,560.00",5928.00
2019,16013,Michoacán de Ocampo,Carácuaro,Maíz grano,"2,600.00",5733.89
2019,16014,Michoacán de Ocampo,Coahuayana,Maíz grano,360,900.00
2019,16015,Michoacán de Ocampo,Coalcomán de Vázquez Pallares,Frijol,7,2.20
2019,16015,Michoacán de Ocampo,Coalcomán de Vázquez Pallares,Maíz grano,"4,690.00",14010.00
2019,16016,Michoacán de Ocampo,Coeneo,Maíz grano,"3,600.00",22000.00
2019,16016,Michoacán de Ocampo,Coeneo,Trigo grano,83,235.00
2019,16017,Michoacán de Ocampo,Contepec,Frijol,394,489.97
